id,crime_type,address,description,reported_at,latitude,longitude
2250,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-21T08:51:29.205097Z,26.9124,75.7873
2251,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-21T11:35:07.205115Z,28.6328,77.2197
2252,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-02T04:26:28.205128Z,26.8561,80.9346
2253,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-10T10:49:52.205136Z,32.7186,74.8581
2254,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-16T04:42:43.205144Z,17.3616,78.4747
2255,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-15T01:33:24.205158Z,22.5832,88.4088
2256,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-02T20:08:43.205167Z,32.7186,74.8581
2257,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-24T02:15:55.205175Z,28.6328,77.2197
2258,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-18T03:53:12.205185Z,13.063,80.2606
2259,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-13T18:10:38.205193Z,28.6328,77.2197
2260,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-19T02:46:56.205201Z,22.5832,88.4088
2261,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-02T13:45:21.205209Z,22.5832,88.4088
2262,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-30T16:25:37.205234Z,13.063,80.2606
2263,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-15T15:11:10.205250Z,12.9716,77.5946
2264,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-27T22:26:03.205265Z,18.9436,72.8235
2265,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-26T06:21:23.205281Z,32.7186,74.8581
2266,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-11T11:50:41.205296Z,28.6328,77.2197
2267,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-20T20:04:23.205323Z,18.9436,72.8235
2268,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-28T00:40:37.205341Z,17.3616,78.4747
2269,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-17T07:42:49.205358Z,26.8561,80.9346
2270,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-17T17:22:33.205374Z,32.7186,74.8581
2271,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-26T13:08:06.205390Z,17.3616,78.4747
2272,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-10T07:56:46.205401Z,12.9716,77.5946
2273,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-04T01:43:50.205409Z,13.063,80.2606
2274,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-23T13:03:31.205421Z,17.3616,78.4747
2275,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-19T10:00:45.205430Z,18.9436,72.8235
2276,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-10T07:22:00.205438Z,13.063,80.2606
2277,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-15T20:04:52.205446Z,22.5832,88.4088
2278,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-08T16:39:44.205455Z,17.3616,78.4747
2279,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-15T23:37:28.205463Z,13.063,80.2606
2280,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-11T01:58:11.205471Z,17.3616,78.4747
2281,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-12T23:42:48.205486Z,26.8561,80.9346
2282,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-07T23:52:03.205499Z,28.6328,77.2197
2283,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-19T16:12:49.205508Z,26.9124,75.7873
2284,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-27T17:39:36.205517Z,32.7186,74.8581
2285,Theft,"Connaught Place, New Delhi",Reported theft incident.,2025-03-06T05:45:26.205525Z,28.6328,77.2197
2286,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-30T00:40:44.205533Z,17.3616,78.4747
2287,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-04T03:52:10.205541Z,32.7186,74.8581
2288,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-01T00:47:45.205554Z,26.8561,80.9346
2289,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-07T17:45:22.205563Z,30.7353,76.7789
2290,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-01T07:28:43.205571Z,18.9436,72.8235
2291,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-27T23:44:44.205581Z,30.7353,76.7789
2292,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-01T09:40:05.205592Z,32.7186,74.8581
2293,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-21T09:51:46.205608Z,22.5832,88.4088
2294,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-09T05:12:20.205623Z,30.7353,76.7789
2295,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-30T23:56:05.205638Z,28.6328,77.2197
2296,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-20T15:32:09.205654Z,17.3616,78.4747
2297,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-13T21:32:47.205668Z,30.7353,76.7789
2298,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-11T04:55:01.205682Z,12.9716,77.5946
2299,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-02-28T19:45:20.205691Z,17.3616,78.4747
2300,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-11T19:56:16.205701Z,30.7353,76.7789
2301,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-15T07:03:51.205716Z,22.5832,88.4088
2302,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-25T07:25:30.205731Z,13.063,80.2606
2303,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-23T03:09:49.205747Z,30.7353,76.7789
2304,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-31T03:08:10.205758Z,30.7353,76.7789
2305,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-09T07:33:50.206011Z,12.9716,77.5946
2306,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-28T02:25:42.206048Z,17.3616,78.4747
2307,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-25T02:26:36.206066Z,26.8561,80.9346
2308,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-18T09:59:31.206074Z,17.3616,78.4747
2309,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-03T03:41:19.206083Z,22.5832,88.4088
2310,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-17T17:22:24.206106Z,28.6328,77.2197
2311,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-03T02:55:24.206124Z,13.063,80.2606
2312,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-17T23:24:42.206139Z,17.3616,78.4747
2313,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-22T14:12:16.206153Z,30.7353,76.7789
2314,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-04T17:42:22.206175Z,12.9716,77.5946
2315,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-02-28T19:34:57.206193Z,13.063,80.2606
2316,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-02T04:56:26.206208Z,17.3616,78.4747
2317,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-07T21:31:29.206220Z,28.6328,77.2197
2318,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-02-28T16:02:17.206234Z,18.9436,72.8235
2319,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-10T10:59:57.206243Z,26.9124,75.7873
2320,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-07T04:47:45.206251Z,17.3616,78.4747
2321,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-14T19:56:30.206259Z,32.7186,74.8581
2322,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-06T09:14:02.206268Z,13.063,80.2606
2323,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-01T23:12:47.206277Z,22.5832,88.4088
2324,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-26T09:15:49.206285Z,17.3616,78.4747
2325,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-30T14:31:51.206293Z,18.9436,72.8235
2326,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-06T05:44:43.206301Z,32.7186,74.8581
2327,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-15T12:21:33.206309Z,13.063,80.2606
2328,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-18T20:24:18.206317Z,17.3616,78.4747
2329,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-15T00:11:54.206343Z,26.8561,80.9346
2330,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-25T09:28:14.206359Z,13.063,80.2606
2331,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-30T16:23:32.206375Z,28.6328,77.2197
2332,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-28T07:52:11.206390Z,12.9716,77.5946
2333,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-13T16:11:11.206406Z,17.3616,78.4747
2334,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-11T17:20:01.206419Z,28.6328,77.2197
2335,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-21T16:34:46.206427Z,12.9716,77.5946
2336,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-01T08:13:52.206442Z,12.9716,77.5946
2337,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-18T20:38:29.206458Z,26.8561,80.9346
2338,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-21T13:57:51.206506Z,26.9124,75.7873
2339,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-18T11:50:17.206526Z,22.5832,88.4088
2340,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-02-28T13:07:37.206543Z,13.063,80.2606
2341,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-22T18:22:49.206558Z,17.3616,78.4747
2342,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-01T14:21:34.206572Z,32.7186,74.8581
2343,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-29T11:51:52.206582Z,32.7186,74.8581
2344,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-04T00:37:22.206591Z,12.9716,77.5946
2345,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-09T13:10:41.206599Z,28.6328,77.2197
2346,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-07T00:00:32.206620Z,12.9716,77.5946
2347,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-09T12:09:43.206638Z,26.9124,75.7873
2348,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-31T00:34:21.206654Z,17.3616,78.4747
2349,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-18T21:20:28.206664Z,26.8561,80.9346
2350,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-01T15:50:14.206672Z,13.063,80.2606
2351,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-23T22:17:13.206680Z,30.7353,76.7789
2352,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-11T15:50:55.206693Z,22.5832,88.4088
2353,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-21T19:25:49.206708Z,12.9716,77.5946
2354,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-15T05:10:49.206744Z,26.8561,80.9346
2355,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-12T21:38:11.206755Z,13.063,80.2606
2356,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-26T18:27:01.206764Z,22.5832,88.4088
2357,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-08T01:31:37.206772Z,22.5832,88.4088
2358,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-03T11:44:36.206780Z,13.063,80.2606
2359,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-18T17:16:58.206790Z,28.6328,77.2197
2360,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-18T16:14:34.206805Z,22.5832,88.4088
2361,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-21T00:48:34.206819Z,28.6328,77.2197
2362,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-27T20:06:09.206835Z,17.3616,78.4747
2363,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-30T18:21:46.206850Z,18.9436,72.8235
2364,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-09T16:34:48.206879Z,28.6328,77.2197
2365,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-15T03:30:38.206896Z,22.5832,88.4088
2366,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-15T14:48:24.206904Z,26.8561,80.9346
2367,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-16T14:58:16.206913Z,30.7353,76.7789
2368,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-12T16:04:16.206921Z,18.9436,72.8235
2369,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-13T12:01:27.206929Z,22.5832,88.4088
2370,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-16T20:05:11.206941Z,13.063,80.2606
2371,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-20T12:50:14.206950Z,28.6328,77.2197
2372,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-25T12:15:05.206962Z,18.9436,72.8235
2373,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-04T08:53:22.206977Z,22.5832,88.4088
2374,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-11T12:06:12.207017Z,17.3616,78.4747
2375,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-09T04:27:44.207034Z,32.7186,74.8581
2376,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-17T23:35:27.207050Z,17.3616,78.4747
2377,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-16T16:57:46.207065Z,17.3616,78.4747
2378,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-02-28T18:40:05.207094Z,26.8561,80.9346
2379,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-23T22:26:00.207113Z,26.9124,75.7873
2380,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-27T02:26:37.207128Z,12.9716,77.5946
2381,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-27T13:26:39.207144Z,13.063,80.2606
2382,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-24T08:28:00.207159Z,22.5832,88.4088
2383,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-08T01:32:47.207197Z,17.3616,78.4747
2384,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-11T06:44:34.207213Z,22.5832,88.4088
2385,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-03T06:17:04.208254Z,18.9436,72.8235
2386,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-07T16:34:31.208279Z,32.7186,74.8581
2387,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-03T18:22:08.208296Z,18.9436,72.8235
2388,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-14T05:20:57.208312Z,22.5832,88.4088
2389,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-26T06:28:20.208328Z,13.063,80.2606
2390,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-21T01:43:33.208344Z,13.063,80.2606
2391,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-10T11:47:46.208360Z,13.063,80.2606
2392,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-17T14:01:19.208399Z,32.7186,74.8581
2393,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-29T20:35:24.208418Z,30.7353,76.7789
2394,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-27T07:33:51.208434Z,28.6328,77.2197
2395,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-11T17:38:01.208450Z,18.9436,72.8235
2396,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-29T15:14:55.208466Z,30.7353,76.7789
2397,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-30T05:04:56.208481Z,32.7186,74.8581
2398,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-01T20:29:43.208500Z,30.7353,76.7789
2399,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-02T19:04:45.208516Z,17.3616,78.4747
2400,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-17T21:39:48.208534Z,17.3616,78.4747
2401,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-15T10:45:02.208550Z,32.7186,74.8581
2402,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-03T14:38:43.208565Z,22.5832,88.4088
2403,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-24T18:26:44.208586Z,22.5832,88.4088
2404,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-05T03:18:28.208603Z,26.9124,75.7873
2405,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-01T15:14:38.208619Z,17.3616,78.4747
2406,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-11T12:03:30.208635Z,17.3616,78.4747
2407,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-30T02:41:47.208652Z,26.8561,80.9346
2408,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-02-28T17:10:59.208668Z,32.7186,74.8581
2409,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-11T00:43:46.208684Z,13.063,80.2606
2410,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-05T09:52:41.208701Z,13.063,80.2606
2411,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-22T05:59:50.208727Z,13.063,80.2606
2412,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-13T13:30:59.208744Z,32.7186,74.8581
2413,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-25T18:19:05.208760Z,12.9716,77.5946
2414,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-07T21:28:07.208776Z,30.7353,76.7789
2415,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-01T06:14:25.208792Z,28.6328,77.2197
2416,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-15T00:39:40.208808Z,18.9436,72.8235
2417,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-08T22:36:06.208824Z,26.8561,80.9346
2418,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-08T06:32:24.208840Z,26.8561,80.9346
